0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.099	0	0	1.35002e+36	6.85338e+29	1.17661e+22	9.13905e+13	466859	0.00189677	6.76315e-12	2.22962e-20	6.99171e-29	2.1191e-37	6.26644e-46	1.81854e-54	5.19892e-63	1.46803e-71	4.10227e-80	1.13608e-88	3.12168e-97	8.51849e-106	2.31026e-114	6.23105e-123	1.67224e-131	4.46759e-140	1.18867e-148	3.15076e-157	8.32276e-166	2.19147e-174	5.75337e-183	1.50634e-191	3.93387e-200	1.02491e-208	2.66436e-217	6.91191e-226	1.78961e-234	4.62512e-243	1.19327e-251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.098	0	0	1.53736e+41	2.41698e+37	4.32785e+32	4.43836e+27	3.3676e+22	2.15553e+17	1.24716e+12	6.77153e+06	35.2348	0.000177876	8.77819e-10	4.25557e-15	2.03341e-20	9.59951e-26	4.48545e-31	2.0773e-36	9.5458e-42	4.35648e-47	1.97604e-52	8.91391e-58	4.00115e-63	1.78791e-68	7.95652e-74	3.52753e-79	1.55855e-84	6.8642e-90	3.01427e-95	1.32005e-100	5.76629e-106	2.5129e-111	1.09269e-116	4.74151e-122	2.05349e-127	8.8772e-133	3.831e-138	1.6506e-143	7.10075e-149	3.05025e-154	1.30848e-159	5.60572e-165	2.39858e-170	1.02509e-175	4.37604e-181	1.86608e-186	7.9494e-192	3.38307e-197	1.43839e-202	6.11016e-208	2.5933e-213	1.09974e-218	4.65998e-224	1.97308e-229	8.34803e-235	3.52952e-240	1.49125e-245	6.2965e-251	2.36353e-256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.097	0	0	1.20523e+43	1.36063e+40	2.66323e+36	3.24253e+32	3.04359e+28	2.46026e+24	1.81641e+20	1.26508e+16	8.46635e+11	5.50464e+07	3501.15	0.218837	1.34845e-05	8.21019e-10	4.94808e-14	2.9558e-18	1.75205e-22	1.03143e-26	6.03497e-31	3.51178e-35	2.03343e-39	1.17214e-43	6.72903e-48	3.84855e-52	2.19354e-56	1.24628e-60	7.06012e-65	3.98864e-69	2.2477e-73	1.26365e-77	7.08853e-82	3.96815e-86	2.21706e-90	1.23644e-94	6.88371e-99	3.8262e-103	2.12347e-107	1.17678e-111	6.51243e-116	3.59935e-120	1.98685e-124	1.09545e-128	6.03296e-133	3.31895e-137	1.824e-141	1.00143e-145	5.49299e-150	3.01027e-154	1.64826e-158	9.01753e-163	4.9295e-167	2.69268e-171	1.46976e-175	8.01682e-180	4.36979e-184	2.3803e-188	1.29577e-192	7.04949e-197	3.83292e-201	2.08283e-205	1.13119e-209	6.14028e-214	3.3313e-218	1.80643e-222	9.79078e-227	5.30406e-231	2.87211e-235	1.55454e-239	8.41034e-244	4.54825e-248	2.45866e-252	2.71399e-257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.096	0	0	1.27116e+44	3.86054e+41	2.51137e+38	1.05981e+35	3.52103e+31	1.01804e+28	2.7027e+24	6.78683e+20	1.63987e+17	3.85222e+13	8.85575e+09	2.00104e+06	445.799	0.0981425	2.13874e-05	4.61982e-09	9.90225e-13	2.10799e-16	4.4602e-20	9.38556e-24	1.96525e-27	4.09665e-31	8.50476e-35	1.75902e-38	3.62564e-42	7.44943e-46	1.52612e-49	3.11797e-53	6.35413e-57	1.29186e-60	2.62071e-64	5.30549e-68	1.07199e-71	2.16203e-75	4.353e-79	8.75005e-83	1.75617e-86	3.51959e-90	7.04402e-94	1.40793e-97	2.81062e-101	5.60415e-105	1.11616e-108	2.22064e-112	4.41349e-116	8.76315e-120	1.73832e-123	3.44515e-127	6.82199e-131	1.34975e-134	2.66841e-138	5.27129e-142	1.04055e-145	2.05258e-149	4.04614e-153	7.9707e-157	1.56919e-160	3.08738e-164	6.0708e-168	1.19304e-171	2.34326e-175	4.59998e-179	9.02538e-183	1.76994e-186	3.46927e-190	6.79694e-194	1.33104e-197	2.60541e-201	5.09768e-205	9.96983e-209	1.94907e-212	3.80885e-216	7.44036e-220	1.45289e-223	2.83603e-227	5.53397e-231	1.07947e-234	2.10495e-238	4.10326e-242	7.9961e-246	1.55773e-249	3.03178e-253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5.095	0	0	6.81854e+44	4.09368e+42	6.08833e+39	6.04831e+36	4.7998e+33	3.33919e+30	2.14093e+27	1.30082e+24	7.61241e+20	4.3332e+17	2.41448e+14	1.32257e+11	7.14335e+07	38127.9	20.1456	0.0105511	5.48351e-06	2.83044e-09	1.45212e-12	7.40928e-16	3.76188e-19	1.90146e-22	9.57185e-26	4.80044e-29	2.39924e-32	1.19534e-35	5.93798e-39	2.94174e-42	1.45369e-45	7.16668e-49	3.52539e-52	1.73061e-55	8.4791e-59	4.14677e-62	2.02453e-65	9.86812e-69	4.80264e-72	2.33397e-75	1.1327e-78	5.4899e-82	2.65752e-85	1.28491e-88	6.20559e-92	2.99382e-95	1.44285e-98	6.94691e-102	3.34159e-105	1.60592e-108	7.71117e-112	3.69962e-115	1.77357e-118	8.49583e-122	4.06673e-125	1.94525e-128	9.29846e-132	4.44181e-135	2.12048e-138	1.01168e-141	4.82383e-145	2.29876e-148	1.09485e-151	5.21177e-155	2.47965e-158	1.17917e-161	5.6047e-165	2.66271e-168	1.26443e-171	6.00171e-175	2.84752e-178	1.35045e-181	6.40195e-185	3.03371e-188	1.43704e-191	6.80461e-195	3.22091e-198	1.52405e-201	7.20894e-205	3.40876e-208	1.61131e-211	7.6142e-215	3.59694e-218	1.69868e-221	8.01972e-225	3.78514e-228	1.786e-231	8.42486e-235	3.97307e-238	1.87316e-241	8.82901e-245	4.16045e-248	1.96002e-251	8.73464e-255	0	0	0	0	0	0
6.094	0	0	2.46347e+45	2.45346e+43	6.74047e+40	1.26432e+38	1.91521e+35	2.55732e+32	3.15576e+29	3.69564e+26	4.17143e+23	4.58172e+20	4.92708e+17	5.20933e+14	5.43116e+11	5.59601e+08	570784	577.1	0.579008	0.000576972	5.71456e-07	5.62909e-10	5.51761e-13	5.3842e-16	5.23261e-19	5.06634e-22	4.88854e-25	4.70209e-28	4.50953e-31	4.31313e-34	4.11488e-37	3.91652e-40	3.71952e-43	3.52515e-46	3.33448e-49	3.14838e-52	2.96758e-55	2.79263e-58	2.62398e-61	2.46194e-64	2.30673e-67	2.15849e-70	2.01727e-73	1.88307e-76	1.75582e-79	1.6354e-82	1.52168e-85	1.41449e-88	1.31361e-91	1.21882e-94	1.1299e-97	1.0466e-100	9.68674e-104	8.95862e-107	8.27914e-110	7.64579e-113	7.05607e-116	6.50755e-119	5.99787e-122	5.52472e-125	5.08589e-128	4.67924e-131	4.30272e-134	3.95438e-137	3.63237e-140	3.3349e-143	3.06031e-146	2.807e-149	2.57348e-152	2.35835e-155	2.16026e-158	1.97799e-161	1.81036e-164	1.65628e-167	1.51474e-170	1.38477e-173	1.26549e-176	1.15608e-179	1.05576e-182	9.63828e-186	8.7961e-189	8.02494e-192	7.31912e-195	6.67334e-198	6.08274e-201	5.54281e-204	5.04938e-207	4.5986e-210	4.18694e-213	3.81112e-216	3.46815e-219	3.15525e-222	2.86987e-225	2.60967e-228	2.37251e-231	2.1564e-234	1.95953e-237	1.78025e-240	1.61702e-243	1.46844e-246
7.093	0	0	6.89064e+45	1.01884e+44	4.51763e+41	1.39135e+39	3.49041e+36	7.75178e+33	1.5945e+31	3.11603e+28	5.87275e+25	1.07737e+23	1.93542e+20	3.41868e+17	5.95505e+14	1.02518e+12	1.74717e+09	2.95164e+06	4948.24	8.23908	0.0136354	2.24433e-05	3.67592e-08	5.99382e-11	9.73356e-14	1.57478e-16	2.53908e-19	4.08096e-22	6.54e-25	1.04524e-27	1.66631e-30	2.65019e-33	4.20573e-36	6.66057e-39	1.05279e-41	1.66104e-44	2.61623e-47	4.11403e-50	6.45945e-53	1.01273e-55	1.58561e-58	2.47932e-61	3.87194e-64	6.03967e-67	9.41041e-70	1.46466e-72	2.27731e-75	3.53736e-78	5.48945e-81	8.51116e-84	1.31848e-86	2.04079e-89	3.15631e-92	4.87784e-95	7.5328e-98	1.16246e-100	1.79268e-103	2.76276e-106	4.25509e-109	6.54948e-112	1.00751e-114	1.54897e-117	2.38011e-120	3.65526e-123	5.61067e-126	8.60783e-129	1.31996e-131	2.02314e-134	3.09949e-137	4.74638e-140	7.2652e-143	1.11161e-145	1.70012e-148	2.59917e-151	3.97213e-154	6.06807e-157	9.26658e-160	1.4146e-162	2.15874e-165	3.29321e-168	5.02222e-171	7.65658e-174	1.16691e-176	1.77791e-179	2.70802e-182	4.12353e-185	6.27718e-188	9.55298e-191	1.45344e-193	2.21075e-196	3.3618e-199	5.11087e-202	7.76802e-205	1.18038e-207	1.79321e-210	2.72357e-213	4.13571e-216	6.27863e-219	9.52984e-222	1.44615e-224
8.092	0	0	1.6137e+46	3.28493e+44	2.14457e+42	9.86146e+39	3.7195e+37	1.24634e+35	3.87492e+32	1.14562e+30	3.26806e+27	9.07675e+24	2.46901e+22	6.60419e+19	1.74213e+17	4.54198e+14	1.17229e+12	2.99935e+09	7.6152e+06	19203.5	48.1331	0.119989	0.000297645	7.35052e-07	1.80787e-09	4.42995e-12	1.08179e-14	2.63338e-17	6.39171e-20	1.54719e-22	3.73571e-25	8.99876e-28	2.1629e-30	5.18798e-33	1.24199e-35	2.96791e-38	7.08007e-41	1.68625e-43	4.00999e-46	9.52215e-49	2.25803e-51	5.34761e-54	1.26489e-56	2.98834e-59	7.05212e-62	1.66243e-64	3.91491e-67	9.21032e-70	2.16481e-72	5.08364e-75	1.19277e-77	2.79626e-80	6.55018e-83	1.53319e-85	3.5861e-88	8.38186e-91	1.95777e-93	4.56982e-96	1.06601e-98	2.48517e-101	5.79021e-104	1.34829e-106	3.13787e-109	7.29884e-112	1.69687e-114	3.94297e-117	9.15775e-120	2.12593e-122	4.93301e-125	1.14415e-127	2.65255e-130	6.14703e-133	1.42394e-135	3.29719e-138	7.63186e-141	1.76585e-143	4.08433e-146	9.44352e-149	2.18271e-151	5.04329e-154	1.1649e-156	2.68983e-159	6.20907e-162	1.43284e-164	3.3055e-167	7.62346e-170	1.7577e-172	4.05152e-175	9.33628e-178	2.15088e-180	4.95388e-183	1.14069e-185	2.62591e-188	6.04351e-191	1.39058e-193	3.19892e-196	7.35719e-199	1.69171e-201	3.88906e-204	8.93865e-207
9.091	0	0	3.31956e+46	8.81409e+44	7.93275e+42	5.08761e+40	2.69197e+38	1.26914e+36	5.55997e+33	2.31804e+31	9.32856e+28	3.65589e+26	1.40338e+24	5.29775e+21	1.97238e+19	7.25778e+16	2.64394e+14	9.54784e+11	3.42158e+09	1.21786e+07	43085.6	151.602	0.530811	0.00185028	6.42345e-06	2.22168e-08	7.65786e-11	2.63125e-13	9.01468e-16	3.08008e-18	1.04973e-20	3.56923e-23	1.21092e-25	4.09982e-28	1.3854e-30	4.67299e-33	1.57352e-35	5.28987e-38	1.77564e-40	5.95166e-43	1.99216e-45	6.65954e-48	2.22345e-50	7.41474e-53	2.46989e-55	8.21851e-58	2.73189e-60	9.07211e-63	3.00985e-65	9.97683e-68	3.30419e-70	1.0934e-72	3.61533e-75	1.1945e-77	3.94369e-80	1.30111e-82	4.28972e-85	1.41338e-87	4.65386e-90	1.53145e-92	5.03656e-95	1.65546e-97	5.43829e-100	1.78556e-102	5.85952e-105	1.9219e-107	6.30073e-110	2.06465e-112	6.76241e-115	2.21394e-117	7.24506e-120	2.36994e-122	7.74919e-125	2.53282e-127	8.27532e-130	2.70273e-132	8.82397e-135	2.87986e-137	9.39569e-140	3.06436e-142	9.99101e-145	3.25642e-147	1.06105e-149	3.45621e-152	1.12547e-154	3.66391e-157	1.19243e-159	3.87972e-162	1.26197e-164	4.10381e-167	1.33417e-169	4.33637e-172	1.40908e-174	4.57762e-177	1.48676e-179	4.82773e-182	1.56728e-184	5.08692e-187	1.6507e-189	5.35539e-192
