0.1	0	0	0	0	0	0	0
1.099	4.70532e+33	3.05841e+25	1.3498e+36	0	0	0	0
2.098	8.63424e+34	3.57222e+30	1.53756e+41	0	0	0	0
3.097	4.05201e+35	2.85431e+32	1.20658e+43	0	0	0	0
4.096	1.10861e+36	3.05714e+33	1.27502e+44	0	0	0	0
5.095	2.43221e+36	1.66477e+34	6.85953e+44	0	0	0	0
6.094	4.63373e+36	6.10581e+34	2.48809e+45	0	0	0	0
7.093	8.00331e+36	1.73391e+35	6.99304e+45	0	0	0	0
8.092	1.28612e+37	4.12303e+35	1.64677e+46	1.03337e+57	3.06184e+57	3.06184e+56	2.23208e+56
9.091	1.95562e+37	8.61296e+35	3.4085e+46	1.23749e+57	3.66665e+57	3.66665e+56	2.67298e+56
10.09	2.88735e+37	1.68339e+36	6.59943e+46	1.4392e+57	4.26429e+57	4.26429e+56	3.10867e+56
11.089	3.86904e+37	2.66569e+36	1.03847e+47	1.4392e+57	4.26429e+57	4.26429e+56	3.10867e+56
12.088	5.05517e+37	4.02741e+36	1.55961e+47	1.4392e+57	4.26429e+57	4.26429e+56	3.10867e+56
13.087	6.46609e+37	5.85358e+36	2.25391e+47	1.4392e+57	4.26429e+57	4.26429e+56	3.10867e+56
14.086	8.1223e+37	8.23629e+36	3.15413e+47	1.4392e+57	4.26429e+57	4.26429e+56	3.10867e+56
15.085	1.00445e+38	1.12743e+37	4.29502e+47	1.55557e+57	4.6091e+57	4.6091e+56	3.36004e+56
16.084	1.22535e+38	1.50724e+37	5.71315e+47	3.26233e+57	9.66615e+57	9.66615e+56	7.04662e+56
17.083	1.47702e+38	1.97415e+37	7.44674e+47	5.59396e+57	1.65747e+58	1.65747e+57	1.2083e+57
18.082	1.76158e+38	2.53977e+37	9.53554e+47	8.55048e+57	2.53348e+58	2.53348e+57	1.8469e+57
19.081	2.08114e+38	3.21623e+37	1.20206e+48	1.21319e+58	3.59463e+58	3.59463e+57	2.62049e+57
20.08	2.42e+38	3.96269e+37	1.47518e+48	1.63382e+58	4.84094e+58	4.84094e+57	3.52904e+57
21.079	2.74561e+38	4.67786e+37	1.73649e+48	2.11693e+58	6.2724e+58	6.2724e+57	4.57258e+57
22.078	3.09688e+38	5.47603e+37	2.02723e+48	2.66254e+58	7.88901e+58	7.88901e+57	5.75108e+57
23.077	3.47452e+38	6.36187e+37	2.34895e+48	3.27063e+58	9.69076e+58	9.69076e+57	7.06457e+57
24.076	3.87925e+38	7.34004e+37	2.70317e+48	3.94121e+58	1.16777e+59	1.16777e+58	8.51302e+57
25.075	4.31177e+38	8.4152e+37	3.09143e+48	4.67429e+58	1.38497e+59	1.38497e+58	1.00965e+58
26.074	4.77275e+38	9.59199e+37	3.51523e+48	5.46984e+58	1.62069e+59	1.62069e+58	1.18149e+58
27.073	5.26288e+38	1.0875e+38	3.97607e+48	6.32789e+58	1.87493e+59	1.87493e+58	1.36682e+58
28.072	5.78282e+38	1.22689e+38	4.47546e+48	7.24843e+58	2.14768e+59	2.14768e+58	1.56566e+58
29.071	6.33322e+38	1.37782e+38	5.01485e+48	8.23145e+58	2.43895e+59	2.43895e+58	1.77799e+58
30.07	6.91474e+38	1.54076e+38	5.59571e+48	9.19476e+58	2.72437e+59	2.72437e+58	1.98607e+58
