31.069	7.52801e+38	1.71615e+38	6.21951e+48	8.96636e+58	2.6567e+59	2.6567e+58	1.93673e+58
32.068	8.17365e+38	1.90446e+38	6.88767e+48	8.74083e+58	2.58988e+59	2.58988e+58	1.88802e+58
33.067	8.85229e+38	2.10613e+38	7.60164e+48	8.51817e+58	2.5239e+59	2.5239e+58	1.83992e+58
34.066	9.56454e+38	2.32161e+38	8.36283e+48	8.29838e+58	2.45878e+59	2.45878e+58	1.79245e+58
35.065	1.0311e+39	2.55136e+38	9.17265e+48	8.08147e+58	2.39451e+59	2.39451e+58	1.7456e+58
36.064	1.10923e+39	2.79582e+38	1.00325e+49	7.86743e+58	2.33109e+59	2.33109e+58	1.69936e+58
37.063	1.1909e+39	3.05544e+38	1.09437e+49	7.65626e+58	2.26852e+59	2.26852e+58	1.65375e+58
38.062	1.27617e+39	3.33065e+38	1.19078e+49	7.44797e+58	2.2068e+59	2.2068e+58	1.60876e+58
39.061	1.36509e+39	3.62191e+38	1.2926e+49	7.24254e+58	2.14594e+59	2.14594e+58	1.56439e+58
40.06	1.45773e+39	3.92964e+38	1.39997e+49	7.03999e+58	2.08592e+59	2.08592e+58	1.52064e+58
41.059	1.55414e+39	4.2543e+38	1.51302e+49	6.84032e+58	2.02676e+59	2.02676e+58	1.47751e+58
42.058	1.65438e+39	4.5963e+38	1.6319e+49	6.64351e+58	1.96845e+59	1.96845e+58	1.435e+58
43.057	1.7585e+39	4.9561e+38	1.75672e+49	6.44958e+58	1.91099e+59	1.91099e+58	1.39311e+58
44.056	1.86656e+39	5.33411e+38	1.88763e+49	6.25852e+58	1.85438e+59	1.85438e+58	1.35184e+58
45.055	1.97861e+39	5.73077e+38	2.02475e+49	6.07033e+58	1.79862e+59	1.79862e+58	1.31119e+58
46.054	2.09471e+39	6.14652e+38	2.16821e+49	5.89496e+58	1.74665e+59	1.74665e+58	1.27331e+58
47.053	2.21491e+39	6.58176e+38	2.31814e+49	5.89496e+58	1.74665e+59	1.74665e+58	1.27331e+58
48.052	2.33926e+39	7.03694e+38	2.47467e+49	5.89496e+58	1.74665e+59	1.74665e+58	1.27331e+58
49.051	2.46782e+39	7.51248e+38	2.63793e+49	5.89496e+58	1.74665e+59	1.74665e+58	1.27331e+58
50.05	2.74262e+39	8.7032e+38	3.03949e+49	5.89496e+58	1.74665e+59	1.74665e+58	1.27331e+58
51.049	2.87794e+39	9.21702e+38	3.21495e+49	5.89496e+58	1.74665e+59	1.74665e+58	1.27331e+58
52.048	3.01653e+39	9.74672e+38	3.39562e+49	5.89496e+58	1.74665e+59	1.74665e+58	1.27331e+58
53.047	3.15836e+39	1.02923e+39	3.58148e+49	5.89496e+58	1.74665e+59	1.74665e+58	1.27331e+58
54.046	3.30341e+39	1.08537e+39	3.77252e+49	5.89496e+58	1.74665e+59	1.74665e+58	1.27331e+58
55.045	3.45167e+39	1.14308e+39	3.96872e+49	5.89496e+58	1.74665e+59	1.74665e+58	1.27331e+58
56.044	3.60313e+39	1.20237e+39	4.17006e+49	5.89496e+58	1.74665e+59	1.74665e+58	1.27331e+58
57.043	3.75775e+39	1.26323e+39	4.37652e+49	5.89496e+58	1.74665e+59	1.74665e+58	1.27331e+58
58.042	3.91553e+39	1.32565e+39	4.58808e+49	5.89496e+58	1.74665e+59	1.74665e+58	1.27331e+58
59.041	4.07644e+39	1.38964e+39	4.80471e+49	5.89496e+58	1.74665e+59	1.74665e+58	1.27331e+58
60.04	4.24046e+39	1.45517e+39	5.02639e+49	5.89496e+58	1.74665e+59	1.74665e+58	1.27331e+58
61.039	4.40758e+39	1.52225e+39	5.25309e+49	5.89496e+58	1.74665e+59	1.74665e+58	1.27331e+58
62.038	4.57777e+39	1.59087e+39	5.4848e+49	5.89496e+58	1.74665e+59	1.74665e+58	1.27331e+58
63.037	4.75102e+39	1.66102e+39	5.72147e+49	5.89496e+58	1.74665e+59	1.74665e+58	1.27331e+58
64.036	4.9273e+39	1.73269e+39	5.96308e+49	5.89496e+58	1.74665e+59	1.74665e+58	1.27331e+58
65.035	5.10659e+39	1.80588e+39	6.20961e+49	5.89496e+58	1.74665e+59	1.74665e+58	1.27331e+58
66.034	5.28887e+39	1.88057e+39	6.46102e+49	5.89496e+58	1.74665e+59	1.74665e+58	1.27331e+58
67.033	5.47412e+39	1.95677e+39	6.71728e+49	5.89496e+58	1.74665e+59	1.74665e+58	1.27331e+58
68.032	5.66232e+39	2.03445e+39	6.97836e+49	5.89496e+58	1.74665e+59	1.74665e+58	1.27331e+58
69.031	5.85345e+39	2.11362e+39	7.24422e+49	5.89496e+58	1.74665e+59	1.74665e+58	1.27331e+58
70.03	6.04748e+39	2.19425e+39	7.51485e+49	5.89496e+58	1.74665e+59	1.74665e+58	1.27331e+58
71.029	6.2444e+39	2.27636e+39	7.79019e+49	5.89496e+58	1.74665e+59	1.74665e+58	1.27331e+58
72.028	6.44418e+39	2.3599e+39	8.07023e+49	5.89496e+58	1.74665e+59	1.74665e+58	1.27331e+58
73.027	6.6468e+39	2.44491e+39	8.35492e+49	5.89496e+58	1.74665e+59	1.74665e+58	1.27331e+58
74.026	6.85225e+39	2.53133e+39	8.64423e+49	5.89496e+58	1.74665e+59	1.74665e+58	1.27331e+58
75.025	7.06049e+39	2.61919e+39	8.93812e+49	5.89496e+58	1.74665e+59	1.74665e+58	1.27331e+58
76.024	7.2715e+39	2.70845e+39	9.23657e+49	5.89496e+58	1.74665e+59	1.74665e+58	1.27331e+58
77.023	7.48527e+39	2.79912e+39	9.53954e+49	5.89496e+58	1.74665e+59	1.74665e+58	1.27331e+58
78.022	7.70177e+39	2.89117e+39	9.84698e+49	5.89496e+58	1.74665e+59	1.74665e+58	1.27331e+58
79.021	7.92098e+39	2.98461e+39	1.01589e+50	5.89496e+58	1.74665e+59	1.74665e+58	1.27331e+58
80.02	8.14289e+39	3.07943e+39	1.04752e+50	5.89791e+58	1.74753e+59	1.74753e+58	1.27395e+58
81.019	8.36745e+39	3.17559e+39	1.07959e+50	6.04609e+58	1.79143e+59	1.79143e+58	1.30596e+58
82.018	8.59467e+39	3.27311e+39	1.11209e+50	6.19611e+58	1.83589e+59	1.83589e+58	1.33836e+58
83.017	8.82451e+39	3.37197e+39	1.14502e+50	6.34797e+58	1.88088e+59	1.88088e+58	1.37116e+58
84.016	9.05695e+39	3.47216e+39	1.17838e+50	6.50167e+58	1.92642e+59	1.92642e+58	1.40436e+58
85.015	9.29197e+39	3.57366e+39	1.21216e+50	6.65721e+58	1.97251e+59	1.97251e+58	1.43796e+58
86.014	9.52955e+39	3.67646e+39	1.24636e+50	6.81458e+58	2.01914e+59	2.01914e+58	1.47195e+58
87.013	9.76967e+39	3.78056e+39	1.28097e+50	6.9738e+58	2.06631e+59	2.06631e+58	1.50634e+58
88.012	1.00123e+40	3.88594e+39	1.316e+50	7.13485e+58	2.11403e+59	2.11403e+58	1.54113e+58
89.011	1.02574e+40	3.9926e+39	1.35144e+50	7.29774e+58	2.16229e+59	2.16229e+58	1.57631e+58
90.01	1.0505e+40	4.10051e+39	1.38728e+50	7.46247e+58	2.2111e+59	2.2111e+58	1.61189e+58
91.009	1.07551e+40	4.20968e+39	1.42352e+50	7.62904e+58	2.26045e+59	2.26045e+58	1.64787e+58
92.008	1.10076e+40	4.32008e+39	1.46016e+50	7.79744e+58	2.31035e+59	2.31035e+58	1.68425e+58
93.007	1.12625e+40	4.43171e+39	1.49719e+50	7.96769e+58	2.3608e+59	2.3608e+58	1.72102e+58
94.006	1.15198e+40	4.54456e+39	1.53461e+50	8.13977e+58	2.41178e+59	2.41178e+58	1.75819e+58
95.005	1.17794e+40	4.65861e+39	1.57242e+50	8.31369e+58	2.46332e+59	2.46332e+58	1.79576e+58
96.004	1.20415e+40	4.77385e+39	1.61062e+50	8.48945e+58	2.51539e+59	2.51539e+58	1.83372e+58
97.003	1.23058e+40	4.89029e+39	1.64919e+50	8.66705e+58	2.56801e+59	2.56801e+58	1.87208e+58
98.002	1.25725e+40	5.00788e+39	1.68814e+50	8.84649e+58	2.62118e+59	2.62118e+58	1.91084e+58
99.001	1.28414e+40	5.12664e+39	1.72746e+50	9.02776e+58	2.67489e+59	2.67489e+58	1.95e+58
100	1.31126e+40	5.24655e+39	1.76714e+50	9.21088e+58	2.72915e+59	2.72915e+58	1.98955e+58
